U set;U ctul;I set;I ctul;P set;P ctul;R set;R ctul;R mode;Output/Input;Deice mode;Error;Time
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.32;0.1;0.102;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.31;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.34;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.35;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.35;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.32;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.38;0.1;0.097;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:35
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.34;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.35;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.37;0.1;0.102;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.43;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.34;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.34;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.37;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:36
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.38;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.33;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.36;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:37
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.38;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.36;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.39;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:38
40;3.37;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.38;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.36;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.41;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.39;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.36;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.34;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:39
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.33;0.1;0.107;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.38;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.39;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.4;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.32;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.43;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:40
40;3.43;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.37;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.44;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.36;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.38;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.43;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:41
40;3.38;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.35;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.36;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.39;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.37;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.38;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.45;0.1;0.102;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:42
40;3.38;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.4;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.34;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.38;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.42;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.39;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:43
40;3.35;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.4;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.41;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:44
40;3.39;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.36;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.41;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.43;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.45;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:45
40;3.42;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.4;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.4;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.38;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.38;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.37;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:46
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.34;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.32;0.1;0.107;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.46;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.38;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.36;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.42;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:47
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.37;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.35;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.36;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.39;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.32;0.1;0.102;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:48
40;3.4;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.44;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.44;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.4;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.45;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.37;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.44;0.1;0.104;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:49
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.44;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.42;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.39;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.44;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.4;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.35;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.39;0.1;0.104;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:50
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.39;0.1;0.104;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.34;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.42;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.41;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.38;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:51
40;3.37;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.39;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.48;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.47;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.51;0.1;0.102;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.41;0.1;0.104;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:52
40;3.41;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.37;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.44;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.38;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.43;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.4;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:53
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.37;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.46;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.38;0.1;0.096;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.41;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.38;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.41;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.4;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.41;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:54
40;3.39;0.1;0.098;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.4;0.1;0.1;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.41;0.1;0.101;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.36;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.38;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.4;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.44;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.42;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:55
40;3.39;0.1;0.103;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:56
40;3.43;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:56
40;3.39;0.1;0.099;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:56
40;3.42;0.1;0.105;320.00W;0.00W;N/;N/;N/;On;CC;None;25-04-24 13:56
